source_file,team_code,tournament_name,round_number,side,opponent,win_loss,judge,num_positions,num_adv_inh_solv,num_offs,num_cards_total,num_cards_with_highlight,total_highlighted_words,parse_confidence,warnings,tournament_source,num_offs_x_num_cards_total,num_offs_x_total_highlighted_words,num_cards_total_x_num_cards_with_highlight,num_positions_x_num_cards_total,num_adv_inh_solv_x_num_cards_total,dataset_split
Northwestern-ArTa-Aff-3.-Gonzaga-Round-4.docx,Northwestern AT,Gonzaga,4,aff,Dartmouth GH - ONLINE,W,"Hatton Gustavson, Sam Arney Buck",4,4,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
SouthernCalifornia-BrMa-Aff-Gonzaga-Round-3.docx,Southern California BM,Gonzaga,3,aff,Georgetown LN,W,"Nanji Stannard, Matt Bradley Clare",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
WakeForest-DiEl-Neg-2---Gonzaga-University-Jesuit-Debates-Round-5.docx,Wake Forest DE,Gonzaga,5,neg,Emory RY _ ONLINE,W,"Young Martin - ONLINE, Nate Elliott Elizabeth",6,0,6,10,10,1869,high,,Gonzaga,60,11214,100,60,0,validation
Northwestern-RuLi-Aff-03---Gonzaga-Round-6.docx,Northwestern LR,Gonzaga,6,aff,Southern California DT - ONLINE,W,"Turner Fifelski, Kurt Rubin Veronica",7,7,0,1,1,249,high,,Gonzaga,0,0,1,7,7,validation
Emory-ChRa-Aff-Gonzaga-Round-3.docx,Emory CR,Gonzaga,3,aff,Wyoming CH,L,"Hawley Channa - ONLINE, Dhruv Ravikumar Adhitya",5,5,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
CSULongBeach-OrMe-Neg-01---Operation_-Find-The-Coon-(Northwestern)-Round-5.docx,CSU Long Beach OM,Northwestern,5,neg,UC Berkeley UB,W,"Boguslavsky Fifelski, Kurt Ortega Curtis",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Michigan-BaPa-Neg-Northwestern-Round-4.docx,Michigan BP,Northwestern,4,neg,CSU Long Beach OM,W,"Medina Griffith, David Barrett Eleanor",5,0,5,10,10,778,high,,Northwestern,50,3890,100,50,0,validation
Northwestern-LuLe-Neg-03---Gonzaga-Round-1.docx,Northwestern LL,Gonzaga,1,neg,Kentucky GS,L,"Slish McIntosh, Valerie Lundberg Annabeth",7,0,7,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Kansas-AiUl-Aff-3.-Gonzaga-Round-1.docx,Kansas UA,Gonzaga,1,aff,Northwestern LO,W,"Olorunsola Vazquez Torres, Jenny Ain Claire",4,4,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Northwestern-ArTa-Neg-3.-Gonzaga-Round-1.docx,Northwestern AT,Gonzaga,1,neg,Wyoming CH,W,"Hawley Bricker, Brett Arney Buck",11,0,11,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Georgetown-LaNa-Neg-01---Northwestern-Round-2.docx,Georgetown LN,Northwestern,2,neg,Harvard KF,W,"Facey Swidecki, Michael Lastelick Luke",4,0,4,2,2,890,high,,Northwestern,8,3560,4,8,0,validation
UCBerkeley-MeRe-Aff-1---Northwestern-Round-6.docx,UC Berkeley RM,Northwestern,6,aff,Emory LY,L,"Yang Freehan, Tim Menotti Emilio",9,9,0,4,4,1943,high,,Northwestern,0,0,16,36,36,validation
SouthernCalifornia-BrMa-Aff-Northwestern-Round-6.docx,Southern California BM,Northwestern,6,aff,Wake Forest SL,L,"Leverett Hampton - ONLINE, Jyleesa Bradley Clare",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
UCBerkeley-MeRe-Neg-3---Gonzaga-Round-2.docx,UC Berkeley RM,Gonzaga,2,neg,Kansas SL,L,"Larson Greer, Ethan Menotti Emilio",3,0,3,3,3,2217,high,,Gonzaga,9,6651,9,9,0,validation
ArizonaState-SaSm-Aff-1---Owen-L.-Coon-Round-1.docx,Arizona State SS,Northwestern,1,aff,Kansas LS,L,"Larson Watson - ONLINE, Solomon Smith Aden",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Harvard-AoBo-Neg-2.-Gonzaga-Round-5.docx,Harvard AB,Gonzaga,5,neg,Michigan State JS - ONLINE,L,"Scully Symonds, Adam Aoki Seiji",1,0,1,9,9,1608,high,,Gonzaga,9,1608,81,9,0,validation
Harvard-DeSr-Neg-1.-Northwestern-Round-3.docx,Harvard DS,Northwestern,3,neg,Kansas LH,W,"Harker Mitchell, Henry Deshpande Niranjan",3,0,3,33,33,3778,high,,Northwestern,99,11334,1089,99,0,validation
WichitaState-GrMo-Neg-5---Gonzaga-University-Jesuit-Debates-Round-2.docx,Wichita State GM,Gonzaga,2,neg,Trinity CK - ONLINE,W,"Khalikov Schultz - ONLINE, Jim Molina Chavez Miguel",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
SouthernCalifornia-TrMi-Neg-Northwestern-Round-5.docx,Southern California TM,Northwestern,5,neg,Dartmouth HP,W,"Park Babcock - ONLINE, Thomas Mills Jackson",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Kansas-OwWi-Neg-3---Gonzaga-Round-3.docx,Kansas OW,Gonzaga,3,neg,Wake Forest AB,W,"Brown Flores, Jay-Z Willingham Zach",3,0,3,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Iowa-PaAn-Neg-Gonzaga-University-Jesuit-Debates-Round-5.docx,Iowa PA,Gonzaga,5,neg,Michigan SS,W,"Shih Ramsey - ONLINE, Jordan Parfenoff Grey",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Baylor-MePh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Baylor PM,Northwestern,5,neg,Wake Forest SK,W,"Kampine Turner - ONLINE, Trevor Merriwether Jessie",1,0,1,1,1,1010,high,,Northwestern,1,1010,1,1,0,validation
Georgetown-LaNa-Aff-01---Northwestern-Round-4.docx,Georgetown LN,Northwestern,4,aff,West Georgia KK,L,"Kennon Larsen, Beau Lastelick Luke",4,4,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
WakeForest-LeSa-Aff-Northwestern-Round-2.docx,Wake Forest SL,Northwestern,2,aff,Kansas WW,L,"Williams Stern, Ethan Sampat Jayden",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Iowa-PaAn-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Iowa PA,Northwestern,3,neg,Emory AS,W,"Stumpff Meadows, Chad Parfenoff Grey",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
MichiganState-GuLe-Neg-Gonzaga-Round-2.docx,Michigan State GL,Gonzaga,2,neg,Iowa EW - ONLINE,W,"Eltyeb Dal Pra - ONLINE, Sophia Gusis Joanna",5,0,5,1,1,799,high,,Gonzaga,5,3995,1,5,0,validation
MichiganState-GeSh-Aff-Gonzaga-University-Jesuit-Debates-Round-3.docx,Michigan State GS,Gonzaga,3,aff,Kentucky RW,W,"Washington Cooper, Deven Gearring Arielle",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Northwestern-LuLe-Neg-03---Gonzaga-Round-3.docx,Northwestern LL,Gonzaga,3,neg,Iowa EW - ONLINE,L,"Eltyeb Pierce, Dawn Lundberg Annabeth",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
UTD-HoHu-Aff-02---Gonzaga-Round-5.docx,UTD HH,Gonzaga,5,aff,Georgetown TP,L,"Perez-Rubio Moore - ONLINE, Jack Humphrey Adam",4,4,0,1,1,545,high,,Gonzaga,0,0,1,4,4,validation
Michigan-MoAl-Neg-1---Northwestern-Round-8.docx,Michigan AM,Northwestern,8,neg,Baylor BK,L,"Keeler Yonter, Victoria Moon Ava",2,0,2,7,7,2043,high,,Northwestern,14,4086,49,14,0,validation
Wyoming-CaHa-Neg-NUSO-Round-6.docx,Wyoming CH,Northwestern,6,neg,Cornell LD - ONLINE,W,"Liang Watson - ONLINE, Solomon Campbell Jaden",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Michigan-ChCh-Aff-3---Gonzaga-Round-4.docx,Michigan CC,Gonzaga,4,aff,Binghamton CK,L,"King Foley, Jordan Chamarthy Gautam",2,2,0,22,22,3917,high,,Gonzaga,0,0,484,44,44,validation
Georgetown-LaNa-Aff-03---Gonzaga-Round-2.docx,Georgetown LN,Gonzaga,2,aff,Minnesota HU,L,"Usenov Fleming, Nick Lastelick Luke",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
WakeForest-AdBr-Aff-01---The-coon-(Northwestern)-Round-6.docx,Wake Forest BA,Northwestern,6,aff,Western Kentucky SS,W,"StPeter Reza Husain, Irshad Brown Jordan",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Cornell-DyVo-Aff-Northwestern-Round-2.docx,Cornell DV,Northwestern,2,aff,Southern California TM - ONLINE,L,"Troup Li, Vincent H",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Harvard-DeSr-Aff-1.-Northwestern-Round-4.docx,Harvard DS,Northwestern,4,aff,Southern California TM - ONLINE,W,"Troup Stannard - ONLINE, Matt Deshpande Niranjan",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
UCBerkeley-GiSi-Neg-2---Gonzaga-University-Jesuit-Debates-Round-5.docx,UC Berkeley GS,Gonzaga,5,neg,Trinity KP,W,"King Davidson, Ari Situ Aaron",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
MichiganState-JaSc-Aff-4---Gonzaga-Round-3.docx,Michigan State JS,Gonzaga,3,aff,Dartmouth CG,W,"Goldberg O'Gorman - ONLINE, Danielle Jarman Zaria",6,6,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
MichiganState-GuLe-Neg-Gonzaga-Round-7.docx,Michigan State GL,Gonzaga,7,neg,Northwestern NP,W,"Patterson Pierce, Dawn Gusis Joanna",5,0,5,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Michigan-BaPa-Aff-Gonzaga-Round-7.docx,Michigan BP,Gonzaga,7,aff,Georgetown AC,L,"Cowan Green, Justin Barrett Eleanor",9,9,0,65,65,4811,high,,Gonzaga,0,0,4225,585,585,validation
Kansas-BaMc-Neg-1---Northwestern-Round-4.docx,Kansas MB,Northwestern,4,neg,Northwestern LR,L,"Li & Rubin Noriega - ONLINE,",5,0,5,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
WesternKentucky-StSc-Neg-01---NUSO-Round-6.docx,Western Kentucky SS,Northwestern,6,neg,Wake Forest BA,L,"Aderibigbe Reza Husain, Irshad Schintgen Nik",2,0,2,1,1,60,high,,Northwestern,2,120,1,2,0,validation
DartmouthCollege-GuMo-Aff-1---NUSO-Round-3.docx,Dartmouth GM,Northwestern,3,aff,Missouri State CG,L,"Granger Shaikh, Zahir Guo Saturn",4,4,0,1,1,65,high,,Northwestern,0,0,1,4,4,validation
Harvard-AoBo-Neg-2.-Gonzaga-Round-8.docx,Harvard AB,Gonzaga,8,neg,Georgetown TP,W,"Perez-Rubio Brough, Taylor Aoki Seiji",3,0,3,10,10,1272,high,,Gonzaga,30,3816,100,30,0,validation
Kansas-AiUl-Neg-1.-Northwestern-Round-5.docx,Kansas AU,Northwestern,5,neg,George Mason DG - ONLINE,W,"Gorman Green, Justin Ain Claire",6,0,6,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
GeorgeMason-WrWi-Aff-4---Gonzaga-Round-8.docx,George Mason WW,Gonzaga,8,aff,Baylor DL,W,"Lassen McGraw, Bennett Wright Ashley",4,4,0,9,9,2592,high,,Gonzaga,0,0,81,36,36,validation
Emory-JiRa-Neg-NUSO-Round-4.docx,Emory JR,Northwestern,4,neg,George Mason WW - ONLINE,L,"Wright Watson - ONLINE, Solomon Ravikumar Adhitya",5,0,5,1,1,315,high,,Northwestern,5,1575,1,5,0,validation
MacalesterCollege-CoDu-Neg-Owen-L-Coon-Memorial-Tournament-Round-4.docx,Macalester DC,Northwestern,4,neg,Georgetown VP,L,"Perez-Rubio Navarrete, Manny Durbin Annabelle",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
UTD-PeRa-Aff-04---Gonzaga-Round-5.docx,UTD PR,Gonzaga,5,aff,Dartmouth CG,W,"Goldberg Perkins, Dallas Penumetcha Rahul",4,4,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
DartmouthCollege-GuMo-Neg-1---NUSO-Round-8.docx,Dartmouth GM,Northwestern,8,neg,Emory CrTa,W,"Taylor Joseph, Kyle Guo Saturn",1,0,1,2,2,1108,high,,Northwestern,2,1108,4,2,0,validation
Emory-GrCh-Neg-3---Gonzaga-Round-5.docx,Emory CG,Gonzaga,5,neg,Northwestern HP,W,"Peltier Rooney, David Chen Jason",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
MichiganState-GeSh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Michigan State GS,Northwestern,8,neg,Kansas State SA,L,"Ardis Li, Vincent H",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Iowa-BiSa-Neg-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Iowa BS,Northwestern,4,neg,Stanford LL - ONLINE,W,"Lai Jensen - ONLINE, William Bilicki Rose",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Harvard-DeSr-Aff-1.-Northwestern-Round-2.docx,Harvard DS,Northwestern,2,aff,Northwestern LR,L,"Rubin Hirn, Kevin Deshpande Niranjan",4,4,0,39,39,3034,high,,Northwestern,0,0,1521,156,156,validation
MichiganState-GuLe-Aff-Gonzaga-Round-4.docx,Michigan State GL,Gonzaga,4,aff,Wichita State GM - ONLINE,W,"Griffith Spiers, Jared Gusis Joanna",3,3,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Emory-ChRa-Aff-Gonzaga-Round-5.docx,Emory CR,Gonzaga,5,aff,Harvard/Amherst SL,W,"Lourenco Green, Justin Ravikumar Adhitya",6,6,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Wyoming-WiWi-Aff-1.-Northwestern-Round-1.docx,Wyoming WW,Northwestern,1,aff,Liberty CL,L,"Layton Brough, Taylor Willson Jean-Luc",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
UTD-DADi-Neg-Gonzaga-Round-3.docx,UTD DD,Gonzaga,3,neg,Southern California HV - ONLINE,W,"Huerto Fisher, Corey D'Antuono Joseph-Charles",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
DartmouthCollege-CaGo-Aff-4---Gonzaga-Round-8.docx,Dartmouth CG,Gonzaga,8,aff,Michigan State GS - ONLINE,W,"Shehzad Hall, Sherry Cai Nora",2,2,0,1,1,317,high,,Gonzaga,0,0,1,2,2,validation
UTD-HoHu-Neg-02---Gonzaga-Round-3.docx,UTD HH,Gonzaga,3,neg,Dartmouth BC,L,"Carpenter Stupek, Johnnie Humphrey Adam",5,0,5,18,18,2098,high,,Gonzaga,90,10490,324,90,0,validation
Michigan-MoAl-Aff-2---Gonzaga-Round-2.docx,Michigan AM,Gonzaga,2,aff,UTD HH,W,"Hoch Buntin, Jeff Moon Ava",4,4,0,16,16,1394,high,,Gonzaga,0,0,256,64,64,validation
ArizonaState-SaSm-Neg-3---Gonzaga-Round-5.docx,Arizona State SS,Gonzaga,5,neg,Emory TS - ONLINE,W,"Tai Anderson - ONLINE, Ralph Smith Aden",1,0,1,3,3,197,high,,Gonzaga,3,197,9,3,0,validation
Northwestern-RuLi-Aff-01---Northwestern-Round-6.docx,Northwestern LR,Northwestern,6,aff,Kansas LS,L,"Larson Roetlin, Spencer Rubin Veronica",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Emory-GaSo-Neg-1.-Northwestern-Round-3.docx,Emory GS,Northwestern,3,neg,Michigan State GL,L,"Lewis Byrne, AJ Gallagher Daniel",10,0,10,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Emory-ChFe-Aff-Northwestern-Round-4.docx,Emory CF,Northwestern,4,aff,Baylor DL,L,"Lassen Green, Justin Feldman Conor",6,6,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Northwestern-LuLe-Neg-03---Gonzaga-Round-8.docx,Northwestern LL,Gonzaga,8,neg,Arizona State SS,W,"Saxena Fleming, Nick Lundberg Annabeth",6,0,6,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Trinity-KiPa-Neg-1---NUSO-Round-3.docx,Trinity PK,Northwestern,3,neg,Michigan BP,L,"Park Revelins - ONLINE, Armands Patterson Ruth",2,0,2,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Kansas-BrWa-Neg-3---Gonzaga-Round-4.docx,Kansas BW,Gonzaga,4,neg,Harvard AB,L,"Bodet McGraw, Bennett Brown Connor",4,0,4,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Texas-GaSt-Neg-02---Gonzaga-Round-6.docx,Texas GS,Gonzaga,6,neg,Michigan AM,L,"Moon Watson - ONLINE, Solomon Stevenson Devon",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Emory-LoYa-Neg-01---Northwestern-Round-7.docx,Emory LY,Northwestern,7,neg,Kansas WW,L,"Williams O'Gorman - ONLINE, Tom Yang Coralynn",8,0,8,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
UTD-PeRa-Neg-04---Gonzaga-Round-3.docx,UTD PR,Gonzaga,3,neg,George Mason WW - ONLINE,L,"Wright Morbeck - ONLINE, Gabriel Penumetcha Rahul",5,0,5,13,13,2682,high,,Gonzaga,65,13410,169,65,0,validation
DartmouthCollege-JoBe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Dartmouth BJ,Northwestern,1,aff,Michigan GJ,L,"Joyce Mitchell, Henry Ben-Abdallah Sheima",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Gonzaga-WeRo-Neg-Northwestern-Round-2.docx,Gonzaga WR,Northwestern,2,neg,Stanford LL - ONLINE,L,"Lai Lain - ONLINE, Brian Wellman Kaelyn",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
CSULongBeach-OrMe-Neg-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-5.docx,CSU Long Beach OM,Gonzaga,5,neg,UC Berkeley RM,W,"Reichel McGraw, Bennett Ortega Curtis",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
MissouriState-HaNe-Aff-01-Northwestern-Round-1.docx,Missouri State HN,Northwestern,1,aff,Harvard DS,L,"Sridharan Shaikh, Zahir Hahn Shelby",2,2,0,7,7,1198,high,,Northwestern,0,0,49,14,14,validation
Emory-KiSh-Aff-01---Northwestern-Round-5.docx,Emory KS,Northwestern,5,aff,Northwestern LR,L,"Rubin Glancy, Nathan Shirts Jared",4,4,0,1,1,1312,high,,Northwestern,0,0,1,4,4,validation
Emory-LoYa-Neg-03---Gonzaga-Round-3.docx,Emory LY,Gonzaga,3,neg,Michigan BP,L,"Park Phillips - ONLINE, Bobby Yang Coralynn",13,0,13,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
GeorgeMason-WrWi-Aff-4---Gonzaga-Round-3.docx,George Mason WW,Gonzaga,3,aff,UTD PR,W,"Ravi Morbeck - ONLINE, Gabriel Wright Ashley",3,3,0,1,1,248,high,,Gonzaga,0,0,1,3,3,validation
Michigan-ChSa-Neg-3---Gonzaga-Round-6.docx,Michigan CS,Gonzaga,6,neg,Iowa SK - ONLINE,L,"Kleiman Schatz - ONLINE, Joe Saudek Ben",1,0,1,12,12,1727,high,,Gonzaga,12,1727,144,12,0,validation
Michigan-EsSh-Neg-Northwestern-Round-6.docx,Michigan ES,Northwestern,6,neg,Michigan State GL,L,"Lewis DeLong, Brian Esmailzadeh Cyrus",4,0,4,14,14,1199,high,,Northwestern,56,4796,196,56,0,validation
MichiganState-JaSc-Neg-4---Gonzaga-Round-8.docx,Michigan State JS,Gonzaga,8,neg,CSU Long Beach OM,L,"Medina Dal Pra - ONLINE, Sophia Jarman Zaria",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Northwestern-LuLe-Aff-03---Gonzaga-Round-2.docx,Northwestern LL,Gonzaga,2,aff,Harvard/Amherst SL,W,"Lourenco Vazquez Torres, Jenny Lundberg Annabeth",4,4,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
WakeForest-AdBr-Neg-01---The-coon-(Northwestern)-Round-7.docx,Wake Forest BA,Northwestern,7,neg,Northwestern LR,L,"Rubin Wang, Allegro Brown Jordan",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Michigan-JoGa-Aff-0---northwestern-Round-5.docx,Michigan GJ,Northwestern,5,aff,Georgia CK,W,"Kaidar-Heafetz Malsin, Mikaela Garvey Alexis",1,1,0,17,17,1231,high,,Northwestern,0,0,289,17,17,validation
MichiganState-FoMa-Aff-04---Gonzaga-Round-6.docx,Michigan State FM,Gonzaga,6,aff,Emory CR - ONLINE,W,"Charabuddi Fleming, Nick Foster Isabella",4,4,0,1,1,248,high,,Gonzaga,0,0,1,4,4,validation
SouthernCalifornia-BrMa-Neg-Gonzaga-Round-8.docx,Southern California BM,Gonzaga,8,neg,Wyoming CH,W,"Hawley Joseph - ONLINE, Kyle Bradley Clare",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-5.docx,Northwestern HP,Gonzaga,5,aff,Emory CG - ONLINE,L,"Rooney, David Peltier Nathan",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Michigan-MoAl-Aff-1---Northwestern-Round-3.docx,Michigan AM,Northwestern,3,aff,Wake Forest SK,W,"Kampine Hecht, Margaret Moon Ava",2,2,0,48,48,3218,high,,Northwestern,0,0,2304,96,96,validation
Michigan-ChCh-Aff-1---Northwestern-Round-8.docx,Michigan CC,Northwestern,8,aff,George Mason DG - ONLINE,W,"Gorman Byrne, AJ Chamarthy Gautam",10,10,0,19,19,3221,high,,Northwestern,0,0,361,190,190,validation
Harvard-AoBo-Aff-1.-Northwestern-Round-6.docx,Harvard AB,Northwestern,6,aff,Western Kentucky CF,W,"Fournier Glancy, Nathan Aoki Seiji",3,3,0,28,28,1982,high,,Northwestern,0,0,784,84,84,validation
MichiganState-GeSh-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Michigan State GS,Northwestern,1,aff,Michigan AM,W,"Moon Symonds - ONLINE, Adam Gearring Arielle",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Harvard-AoBo-Neg-1.-Northwestern-Round-7.docx,Harvard AB,Northwestern,7,neg,UTD HK,L,"Hale Butler, Azja Aoki Seiji",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Northwestern-LeWe-Aff-3---Gonzaga-Round-2.docx,Northwestern LW,Gonzaga,2,aff,UC Berkeley GS,L,"Gilrain-Lennon McCaffrey - ONLINE, Kevin Lee Michael",1,1,0,3,3,1460,high,,Gonzaga,0,0,9,3,3,validation
MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-8.docx,Michigan State GS,Gonzaga,8,neg,Dartmouth CG,L,"Goldberg Hall, Sherry Gearring Arielle",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
GeorgeMason-WrWi-Neg-4---Gonzaga-Round-2.docx,George Mason WW,Gonzaga,2,neg,Stanford LY - ONLINE,L,"Yan Shaikh - ONLINE, Zahir Wright Ashley",9,0,9,2,2,164,high,,Gonzaga,18,1476,4,18,0,validation
DartmouthCollege-GuMo-Aff-1---NUSO-Round-7.docx,Dartmouth GM,Northwestern,7,aff,Wake Forest MP,W,"Peters Yonter, Victoria Guo Saturn",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
WesternKentucky-StSc-Aff-01---NUSO-Round-2.docx,Western Kentucky SS,Northwestern,2,aff,Georgia CP,L,"Pack Bannister, Dan Schintgen Nik",4,4,0,18,18,1867,high,,Northwestern,0,0,324,72,72,validation
Michigan-JoGa-Neg-0---northwestern-Round-1.docx,Michigan GJ,Northwestern,1,neg,Dartmouth BJ,W,"Jones Mitchell, Henry Garvey Alexis",3,0,3,13,13,1380,high,,Northwestern,39,4140,169,39,0,validation
WakeForest-LiSf-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Wake Forest SL,Northwestern,1,neg,Southern California ZB - ONLINE,W,"Bhuket Sendejas - ONLINE, Adrian Sampat Jayden",15,0,15,10,10,1320,high,,Northwestern,150,19800,100,150,0,validation
Kansas-HaPe-Aff-Northwestern-Round-2.docx,Kansas PH,Northwestern,2,aff,UC Davis MS,W,"Mijares Monteith, Squid Hato Brooklynn",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
MissouriState-HaNe-Neg-01-Northwestern-Round-2.docx,Missouri State HN,Northwestern,2,neg,Iowa KS,W,"Severson Miklovis, Tony Hahn Shelby",7,0,7,2,2,688,high,,Northwestern,14,4816,4,14,0,validation
Michigan-EsSh-Aff-Northwestern-Round-5.docx,Michigan ES,Northwestern,5,aff,UTD PR,W,"Ravi Shaikh, Zahir Esmailzadeh Cyrus",6,6,0,40,40,3686,high,,Northwestern,0,0,1600,240,240,validation
Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Emory PS,Northwestern,2,neg,Baylor LL,L,"LoCicero Robinson, Tajaih Pelli Madeleine",2,0,2,0,0,0,medium,,Northwestern,0,0,0,0,0,validation
Purdue-HaHa-Aff-1---Gonzaga-Round-7.docx,Purdue HH,Gonzaga,7,aff,Emory KW - ONLINE,L,"Kibe Cooper, Deven Hawksworth Riley",3,3,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Northwestern-NePa-Aff-2---Gonzaga-Round-1.docx,Northwestern NP,Gonzaga,1,aff,Michigan AM,W,"Moon Regnier, Jason Nestor Maryclare",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Kansas-AiUl-Aff-3.-Gonzaga-Round-6.docx,Kansas UA,Gonzaga,6,aff,Baylor DL,W,"Lassen Osei - ONLINE, Kwudjwa Ain Claire",6,6,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Emory-WaKi-Neg-Gonzaga-University-Jesuit-Debates-Round-5.docx,Emory KW,Gonzaga,5,neg,Gonzaga WR,L,"Roe Osei - ONLINE, Kwudjwa Wang Tinghan",4,0,4,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
Michigan-ChCh-Neg-3---Gonzaga-Round-6.docx,Michigan CC,Gonzaga,6,neg,Liberty CL - ONLINE,W,"Layton Roetlin - ONLINE, Spencer Chamarthy Gautam",4,0,4,12,12,2053,high,,Gonzaga,48,8212,144,48,0,validation
Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-3.docx,Minnesota HU,Gonzaga,3,neg,Emory RY _ ONLINE,L,"Young Hirn, Kevin Usenov Timur",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,validation
UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,UC Berkeley UB,Northwestern,4,neg,Trinity PK - ONLINE,W,"King Kuffour - ONLINE, Julian Urfalian Molly",2,0,2,0,0,0,medium,,Northwestern,0,0,0,0,0,test
