match_key,tournament_source,round_number,aff_team,neg_team,aff_source_file,neg_source_file,aff_win_label,aff_original_split,neg_original_split,aff_parse_confidence,neg_parse_confidence,aff_parse_high,aff_parse_medium,neg_parse_high,neg_parse_medium,aff_zero_feature_flag,neg_zero_feature_flag,tournament_northwestern,aff_num_positions,neg_num_positions,diff_num_positions,aff_num_adv_inh_solv,neg_num_adv_inh_solv,diff_num_adv_inh_solv,aff_num_offs,neg_num_offs,diff_num_offs,aff_num_cards_total,neg_num_cards_total,diff_num_cards_total,aff_num_cards_with_highlight,neg_num_cards_with_highlight,diff_num_cards_with_highlight,aff_total_highlighted_words,neg_total_highlighted_words,diff_total_highlighted_words,diff_cards_per_position
Gonzaga|4|emory ly|iowa ew,Gonzaga,4,Emory LY,Iowa EW,Emory-LoYa-Aff-03---Gonzaga-Round-4.docx,Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-4.docx,0,train,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|george mason ww|wyoming ch,Gonzaga,4,Wyoming CH,George Mason WW,Wyoming-CaHa-Aff-Gonzaga-Round-4.docx,GeorgeMason-WrWi-Neg-4---Gonzaga-Round-4.docx,0,test,train,high,high,1,0,1,0,0,0,0,3,6,-3,3,0,3,0,6,-6,11,7,4,11,7,4,2057,629,1428,2.5
Gonzaga|4|georgetown ac|northwestern lr,Gonzaga,4,Georgetown AC,Northwestern LR,Georgetown-AgCo-Aff-04---Gonzaga-Round-4.docx,Northwestern-RuLi-Neg-03---Gonzaga-Round-4.docx,0,test,train,medium,high,0,1,1,0,0,0,0,4,9,-5,4,0,4,0,9,-9,0,6,-6,0,6,-6,0,693,-693,-0.6666666666666666
Gonzaga|4|georgetown ln|gonzaga wr,Gonzaga,4,Georgetown LN,Gonzaga WR,Georgetown-LaNa-Aff-03---Gonzaga-Round-4.docx,Gonzaga-WeRo-Neg-Gonzaga!-Round-4.docx,1,train,train,medium,high,0,1,1,0,0,0,0,1,3,-2,1,0,1,0,3,-3,0,6,-6,0,6,-6,0,1554,-1554,-2.0
Gonzaga|4|georgetown tp|southern california bm,Gonzaga,4,Georgetown TP,Southern California BM,Georgetown-PeTa-Aff-01---Jesuit-Debates-@-Gonzaga-University-Round-4.docx,SouthernCalifornia-BrMa-Neg-Gonzaga-Round-4.docx,0,train,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|harvard ab|kansas bw,Gonzaga,4,Harvard AB,Kansas BW,Harvard-AoBo-Aff-2.-Gonzaga-Round-4.docx,Kansas-BrWa-Neg-3---Gonzaga-Round-4.docx,1,train,validation,medium,medium,0,1,0,1,1,0,0,0,4,-4,0,0,0,0,4,-4,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|iowa sk|navy cr,Gonzaga,4,Navy CR,Iowa SK,Navy-CoRe-Aff-Gonzaga-Round-4.docx,Iowa-KlSe-Neg-3.-Gonzaga-University-Jesuit-Debates-Round-4.docx,0,train,train,medium,high,0,1,1,0,0,0,0,1,2,-1,1,0,1,0,2,-2,0,1,-1,0,1,-1,0,270,-270,-0.5
Gonzaga|4|kansas bm|minnesota hu,Gonzaga,4,Minnesota HU,Kansas BM,Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-4.docx,Kansas-BaMc-Neg-3---Gonzaga-Round-4.docx,0,train,train,high,medium,1,0,0,1,0,0,0,15,4,11,15,0,15,0,4,-4,33,0,33,33,0,33,3299,0,3299,2.2
Gonzaga|4|kansas ow|southern california rb,Gonzaga,4,Kansas OW,Southern California RB,Kansas-OwWi-Aff-3---Gonzaga-Round-4.docx,SouthernCalifornia-BhRa-Neg-2-Gonzaga-Round-4.docx,0,train,test,medium,medium,0,1,0,1,0,0,0,7,6,1,7,0,7,0,6,-6,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|kansas sl|michigan es,Gonzaga,4,Michigan ES,Kansas SL,Michigan-EsSh-Aff-Gonzaga-Round-4.docx,Kansas-LaSc-Neg-Gonzaga-Round-4.docx,0,train,train,high,high,1,0,1,0,0,0,0,12,5,7,12,0,12,0,5,-5,44,5,39,44,5,39,3801,825,2976,2.6666666666666665
Gonzaga|4|michigan am|uc berkeley bu,Gonzaga,4,UC Berkeley BU,Michigan AM,UCBerkeley-BoUr-Aff-3---Gonzaga-University-Jesuit-Debates-Round-4.docx,Michigan-MoAl-Neg-2---Gonzaga-Round-4.docx,1,train,train,medium,high,0,1,1,0,0,0,0,2,6,-4,2,0,2,0,6,-6,0,32,-32,0,32,-32,0,2768,-2768,-5.333333333333333
Gonzaga|4|michigan bp|northwestern np,Gonzaga,4,Northwestern NP,Michigan BP,Northwestern-NePa-Aff-2---Gonzaga-Round-4.docx,Michigan-BaPa-Neg-Gonzaga-Round-4.docx,0,train,train,medium,high,0,1,1,0,1,0,0,0,2,-2,0,0,0,0,2,-2,0,14,-14,0,14,-14,0,3025,-3025,-7.0
Gonzaga|4|michigan ss|wyoming ww,Gonzaga,4,Wyoming WW,Michigan SS,Wyoming-WiWi-Aff-4.-Gonzaga-Round-4.docx,Michigan-ShSh-Neg-Gonzaga-Round-4.docx,0,validation,validation,medium,high,0,1,1,0,1,0,0,0,4,-4,0,0,0,0,4,-4,0,12,-12,0,12,-12,0,2641,-2641,-3.0
Gonzaga|4|michigan state gl|wichita state gm,Gonzaga,4,Michigan State GL,Wichita State GM,MichiganState-GuLe-Aff-Gonzaga-Round-4.docx,WichitaState-GrMo-Neg-5---Gonzaga-University-Jesuit-Debates-Round-4.docx,1,validation,train,medium,medium,0,1,0,1,0,1,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|northwestern hp|trinity ck,Gonzaga,4,Northwestern HP,Trinity CK,Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-4.docx,Trinity-CrKh-Neg-01-----Gonzaga-Round-4.docx,0,train,train,medium,medium,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|southern california tm|uc berkeley gs,Gonzaga,4,UC Berkeley GS,Southern California TM,UCBerkeley-GiSi-Aff-2---Gonzaga-University-Jesuit-Debates-Round-4.docx,SouthernCalifornia-TrMi-Neg-Gonzaga-Round-4.docx,0,validation,test,high,medium,1,0,0,1,0,1,0,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,1219,0,1219,1.0
Gonzaga|4|texas gs|utd pr,Gonzaga,4,UTD PR,Texas GS,UTD-PeRa-Aff-04---Gonzaga-Round-4.docx,Texas-GaSt-Neg-02---Gonzaga-Round-4.docx,1,test,test,high,medium,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,6,0,6,6,0,6,2412,0,2412,6.0
Gonzaga|5|arizona state ss|emory ts,Gonzaga,5,Emory TS,Arizona State SS,Emory-StTa-Aff-Gonzaga-Round-5.docx,ArizonaState-SaSm-Neg-3---Gonzaga-Round-5.docx,0,train,validation,medium,high,0,1,1,0,0,0,0,2,1,1,2,0,2,0,1,-1,0,3,-3,0,3,-3,0,197,-197,-3.0
Gonzaga|5|csu long beach om|uc berkeley rm,Gonzaga,5,UC Berkeley RM,CSU Long Beach OM,UCBerkeley-MeRe-Aff-3---Gonzaga-Round-5.docx,CSULongBeach-OrMe-Neg-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-5.docx,0,train,validation,high,medium,1,0,0,1,0,1,0,2,0,2,2,0,2,0,0,0,4,0,4,4,0,4,3253,0,3253,2.0
Gonzaga|5|dartmouth cg|utd pr,Gonzaga,5,UTD PR,Dartmouth CG,UTD-PeRa-Aff-04---Gonzaga-Round-5.docx,DartmouthCollege-CaGo-Neg-4---Gonzaga-Round-5.docx,1,validation,test,medium,high,0,1,1,0,0,0,0,4,6,-2,4,0,4,0,6,-6,0,1,-1,0,1,-1,0,1801,-1801,-0.16666666666666666
Gonzaga|5|dartmouth jr|wyoming ww,Gonzaga,5,Wyoming WW,Dartmouth JR,Wyoming-WiWi-Aff-4.-Gonzaga-Round-5.docx,DartmouthCollege-JoRa-Neg-2---Gonzaga-Round-5.docx,0,train,train,medium,medium,0,1,0,1,1,0,0,0,5,-5,0,0,0,0,5,-5,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|5|emory cg|northwestern hp,Gonzaga,5,Northwestern HP,Emory CG,Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-5.docx,Emory-GrCh-Neg-3---Gonzaga-Round-5.docx,0,validation,validation,medium,medium,0,1,0,1,0,0,0,2,2,0,2,0,2,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|5|emory cs|michigan hm,Gonzaga,5,Emory CS,Michigan HM,Emory-CrSt-Aff-Gonzaga-Round-5.docx,Michigan-HwMc-Neg-2---Gonzaga-Round-5.docx,1,train,train,high,high,1,0,1,0,0,0,0,2,11,-9,2,0,2,0,11,-11,1,36,-35,1,36,-35,358,2594,-2236,-2.772727272727273
Gonzaga|5|george mason ww|uc berkeley bu,Gonzaga,5,George Mason WW,UC Berkeley BU,GeorgeMason-WrWi-Aff-4---Gonzaga-Round-5.docx,UCBerkeley-BoUr-Neg-3---Gonzaga-University-Jesuit-Debates-Round-5.docx,1,train,train,high,high,1,0,1,0,0,0,0,2,3,-1,2,0,2,0,3,-3,14,32,-18,14,32,-18,3486,4993,-1507,-3.666666666666666
Gonzaga|5|georgetown ac|michigan cs,Gonzaga,5,Michigan CS,Georgetown AC,Michigan-ChSa-Aff-3---Gonzaga-Round-5.docx,Georgetown-AgCo-Neg-04---Gonzaga-Round-5.docx,0,train,train,medium,high,0,1,1,0,1,0,0,0,6,-6,0,0,0,0,6,-6,0,1,-1,0,1,-1,0,34,-34,-0.16666666666666666
Gonzaga|5|georgetown ln|kansas bw,Gonzaga,5,Georgetown LN,Kansas BW,Georgetown-LaNa-Aff-03---Gonzaga-Round-5.docx,Kansas-BrWa-Neg-3---Gonzaga-Round-5.docx,0,train,train,medium,medium,0,1,0,1,0,0,0,3,8,-5,3,0,3,0,8,-8,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|5|harvard ab|michigan state js,Gonzaga,5,Michigan State JS,Harvard AB,MichiganState-JaSc-Aff-4---Gonzaga-Round-5.docx,Harvard-AoBo-Neg-2.-Gonzaga-Round-5.docx,1,train,validation,medium,high,0,1,1,0,0,0,0,2,1,1,2,0,2,0,1,-1,0,9,-9,0,9,-9,0,1608,-1608,-9.0
Gonzaga|5|iowa pa|michigan ss,Gonzaga,5,Michigan SS,Iowa PA,Michigan-ShSh-Aff-Gonzaga-Round-5.docx,Iowa-PaAn-Neg-Gonzaga-University-Jesuit-Debates-Round-5.docx,0,train,validation,high,medium,1,0,0,1,0,0,0,9,2,7,9,0,9,0,2,-2,18,0,18,18,0,18,3123,0,3123,2.0
Gonzaga|5|kansas bm|wake forest hn,Gonzaga,5,Wake Forest HN,Kansas BM,WakeForest-HaNa-Aff-Gonzaga-University-Jesuit-Debates-Round-5.docx,Kansas-BaMc-Neg-3---Gonzaga-Round-5.docx,1,train,train,medium,high,0,1,1,0,1,0,0,0,3,-3,0,0,0,0,3,-3,0,1,-1,0,1,-1,0,287,-287,-0.3333333333333333
Gonzaga|5|kansas sl|michigan bp,Gonzaga,5,Michigan BP,Kansas SL,Michigan-BaPa-Aff-Gonzaga-Round-5.docx,Kansas-LaSc-Neg-Gonzaga-Round-5.docx,0,test,train,high,medium,1,0,0,1,0,0,0,9,3,6,9,0,9,0,3,-3,63,0,63,63,0,63,6333,0,6333,7.0
Gonzaga|5|kansas ua|michigan state gl,Gonzaga,5,Michigan State GL,Kansas UA,MichiganState-GuLe-Aff-Gonzaga-Round-5.docx,Kansas-AiUl-Neg-3.-Gonzaga-Round-5.docx,1,test,train,medium,medium,0,1,0,1,0,0,0,8,8,0,8,0,8,0,8,-8,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|5|kentucky gs|michigan es,Gonzaga,5,Michigan ES,Kentucky GS,Michigan-EsSh-Aff-Gonzaga-Round-5.docx,Kentucky-GaSl-Neg-Gonzaga-Round-5.docx,1,validation,train,high,high,1,0,1,0,0,0,0,11,7,4,11,0,11,0,7,-7,62,4,58,62,4,58,4266,1433,2833,5.0649350649350655
Gonzaga|5|kentucky rw|northwestern at,Gonzaga,5,Northwestern AT,Kentucky RW,Northwestern-ArTa-Aff-3.-Gonzaga-Round-5.docx,Kentucky-RiWa-Neg-Gonzaga-Round-5.docx,1,train,train,medium,high,0,1,1,0,0,0,0,4,1,3,4,0,4,0,1,-1,0,4,-4,0,4,-4,0,765,-765,-4.0
Gonzaga|5|michigan state fm|texas fl,Gonzaga,5,Texas FL,Michigan State FM,Texas-FeLo-Aff-2--Gonzaga-Round-5.docx,MichiganState-FoMa-Neg-04---Gonzaga-Round-5.docx,1,train,train,high,high,1,0,1,0,0,0,0,4,12,-8,4,0,4,0,12,-12,8,3,5,8,3,5,603,827,-224,1.75
Gonzaga|5|minnesota hu|northwestern ah,Gonzaga,5,Minnesota HU,Northwestern AH,Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-5.docx,Northwestern-ArHi-Neg-01---Gonzaga-Round-5.docx,1,train,train,high,medium,1,0,0,1,0,0,0,13,14,-1,13,0,13,0,14,-14,43,0,43,43,0,43,4237,0,4237,3.3076923076923075
Gonzaga|5|northwestern ll|purdue hh,Gonzaga,5,Northwestern LL,Purdue HH,Northwestern-LuLe-Aff-03---Gonzaga-Round-5.docx,Purdue-HaHa-Neg-1---Gonzaga-Round-5.docx,1,train,validation,medium,high,0,1,1,0,0,0,0,9,4,5,9,0,9,0,4,-4,0,6,-6,0,6,-6,0,1059,-1059,-1.5
Gonzaga|5|northwestern lw|texas gs,Gonzaga,5,Texas GS,Northwestern LW,Texas-GaSt-Aff-02---Gonzaga-Round-5.docx,Northwestern-LeWe-Neg-3---Gonzaga-Round-5.docx,0,train,validation,medium,medium,0,1,0,1,1,0,0,0,2,-2,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|5|wichita state gm|wyoming ch,Gonzaga,5,Wyoming CH,Wichita State GM,Wyoming-CaHa-Aff-Gonzaga-Round-5.docx,WichitaState-GrMo-Neg-5---Gonzaga-University-Jesuit-Debates-Round-5.docx,0,train,train,medium,medium,0,1,0,1,0,1,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|6|baylor dl|kansas ua,Gonzaga,6,Kansas UA,Baylor DL,Kansas-AiUl-Aff-3.-Gonzaga-Round-6.docx,Baylor-DaLa-Neg-Gonzaga-Round-6.docx,1,validation,train,medium,high,0,1,1,0,0,0,0,6,4,2,6,0,6,0,4,-4,0,2,-2,0,2,-2,0,1019,-1019,-0.5
Gonzaga|6|csu long beach om|northwestern at,Gonzaga,6,CSU Long Beach OM,Northwestern AT,CSULongBeach-OrMe-Aff-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-6.docx,Northwestern-ArTa-Neg-3.-Gonzaga-Round-6.docx,1,validation,train,medium,medium,0,1,0,1,0,0,0,1,3,-2,1,0,1,0,3,-3,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|6|dartmouth cg|minnesota hu,Gonzaga,6,Dartmouth CG,Minnesota HU,DartmouthCollege-CaGo-Aff-4---Gonzaga-Round-6.docx,Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-6.docx,1,train,train,high,high,1,0,1,0,0,0,0,3,13,-10,3,0,3,0,13,-13,2,7,-5,2,7,-5,1603,1048,555,0.1282051282051282
Gonzaga|6|dartmouth jr|michigan ss,Gonzaga,6,Dartmouth JR,Michigan SS,DartmouthCollege-JoRa-Aff-2---Gonzaga-Round-6.docx,Michigan-ShSh-Neg-Gonzaga-Round-6.docx,0,train,test,high,high,1,0,1,0,0,0,0,1,5,-4,1,0,1,0,5,-5,5,12,-7,5,12,-7,697,1247,-550,2.6
Gonzaga|6|emory cg|trinity kp,Gonzaga,6,Emory CG,Trinity KP,Emory-GrCh-Aff-3---Gonzaga-Round-6.docx,Trinity-KiPa-Neg-3---Gonzaga-Round-6.docx,0,train,train,high,medium,1,0,0,1,0,0,0,2,2,0,2,0,2,0,2,-2,1,0,1,1,0,1,140,0,140,0.5
Gonzaga|6|emory cr|michigan state fm,Gonzaga,6,Michigan State FM,Emory CR,MichiganState-FoMa-Aff-04---Gonzaga-Round-6.docx,Emory-ChRa-Neg-Gonzaga-Round-6.docx,1,validation,train,high,high,1,0,1,0,0,0,0,4,5,-1,4,0,4,0,5,-5,1,3,-2,1,3,-2,248,244,4,-0.35
Gonzaga|6|emory cs|kansas ow,Gonzaga,6,Kansas OW,Emory CS,Kansas-OwWi-Aff-3---Gonzaga-Round-6.docx,Emory-CrSt-Neg-Gonzaga-Round-6.docx,1,train,train,medium,medium,0,1,0,1,0,0,0,9,6,3,9,0,9,0,6,-6,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|6|emory kw|georgetown ln,Gonzaga,6,Emory KW,Georgetown LN,Emory-WaKi-Aff-Gonzaga-University-Jesuit-Debates-Round-6.docx,Georgetown-LaNa-Neg-03---Gonzaga-Round-6.docx,0,train,validation,medium,medium,0,1,0,1,0,0,0,4,8,-4,4,0,4,0,8,-8,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|6|emory ly|texas fl,Gonzaga,6,Emory LY,Texas FL,Emory-LoYa-Aff-03---Gonzaga-Round-6.docx,Texas-FeLo-Neg-2--Gonzaga-Round-6.docx,1,train,train,high,medium,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,2,0,2,2,0,2,550,0,550,2.0
Gonzaga|6|emory ts|northwestern ah,Gonzaga,6,Northwestern AH,Emory TS,Northwestern-ArHi-Aff-01---Gonzaga-Round-6.docx,Emory-StTa-Neg-Gonzaga-Round-6.docx,0,train,test,medium,medium,0,1,0,1,0,0,0,6,1,5,6,0,6,0,1,-1,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|6|george mason ww|northwestern np,Gonzaga,6,Northwestern NP,George Mason WW,Northwestern-NePa-Aff-2---Gonzaga-Round-6.docx,GeorgeMason-WrWi-Neg-4---Gonzaga-Round-6.docx,1,train,test,medium,high,0,1,1,0,1,0,0,0,5,-5,0,0,0,0,5,-5,0,2,-2,0,2,-2,0,908,-908,-0.4
Gonzaga|6|georgetown tp|northwestern ll,Gonzaga,6,Georgetown TP,Northwestern LL,Georgetown-PeTa-Aff-01---Jesuit-Debates-@-Gonzaga-University-Round-6.docx,Northwestern-LuLe-Neg-03---Gonzaga-Round-6.docx,0,test,train,medium,medium,0,1,0,1,1,0,0,0,3,-3,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|6|harvard ab|utd dd,Gonzaga,6,Harvard AB,UTD DD,Harvard-AoBo-Aff-2.-Gonzaga-Round-6.docx,UTD-DADi-Neg-Gonzaga-Round-6.docx,1,train,train,high,medium,1,0,0,1,0,1,0,2,0,2,2,0,2,0,0,0,14,0,14,14,0,14,2171,0,2171,7.0
Gonzaga|6|iowa ew|kentucky gs,Gonzaga,6,Kentucky GS,Iowa EW,Kentucky-GaSl-Aff-Gonzaga-Round-6.docx,Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-6.docx,1,train,train,high,medium,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,2,0,2,2,0,2,554,0,554,2.0
Gonzaga|6|kansas bw|southern california bm,Gonzaga,6,Kansas BW,Southern California BM,Kansas-BrWa-Aff-3---Gonzaga-Round-6.docx,SouthernCalifornia-BrMa-Neg-Gonzaga-Round-6.docx,1,train,train,high,medium,1,0,0,1,0,1,0,12,0,12,12,0,12,0,0,0,1,0,1,1,0,1,605,0,605,0.08333333333333333
Gonzaga|6|michigan am|texas gs,Gonzaga,6,Michigan AM,Texas GS,Michigan-MoAl-Aff-2---Gonzaga-Round-6.docx,Texas-GaSt-Neg-02---Gonzaga-Round-6.docx,1,train,validation,high,medium,1,0,0,1,0,1,0,2,0,2,2,0,2,0,0,0,19,0,19,19,0,19,2974,0,2974,9.5
Gonzaga|6|northwestern lw|wyoming ww,Gonzaga,6,Northwestern LW,Wyoming WW,Northwestern-LeWe-Aff-3---Gonzaga-Round-6.docx,Wyoming-WiWi-Neg-4.-Gonzaga-Round-6.docx,1,validation,train,high,high,1,0,1,0,0,0,0,1,2,-1,1,0,1,0,2,-2,1,1,0,1,1,0,1366,111,1255,0.5
Gonzaga|6|purdue hh|utd hh,Gonzaga,6,Purdue HH,UTD HH,Purdue-HaHa-Aff-1---Gonzaga-Round-6.docx,UTD-HoHu-Neg-02---Gonzaga-Round-6.docx,0,train,train,high,high,1,0,1,0,0,0,0,3,6,-3,3,0,3,0,6,-6,1,3,-2,1,3,-2,141,708,-567,-0.16666666666666669
Gonzaga|6|trinity ck|wyoming ch,Gonzaga,6,Trinity CK,Wyoming CH,Trinity-CrKh-Aff-01-----Gonzaga-Round-6.docx,Wyoming-CaHa-Neg-Gonzaga-Round-6.docx,0,train,train,medium,medium,0,1,0,1,1,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|6|uc berkeley rm|wake forest de,Gonzaga,6,Wake Forest DE,UC Berkeley RM,WakeForest-DiEl-Aff-2---Gonzaga-University-Jesuit-Debates-Round-6.docx,UCBerkeley-MeRe-Neg-3---Gonzaga-Round-6.docx,0,train,train,high,high,1,0,1,0,0,0,0,9,9,0,9,0,9,0,9,-9,13,24,-11,13,24,-11,1949,4054,-2105,-1.222222222222222
Gonzaga|7|arizona state ss|georgetown ln,Gonzaga,7,Georgetown LN,Arizona State SS,Georgetown-LaNa-Aff-03---Gonzaga-Round-7.docx,ArizonaState-SaSm-Neg-3---Gonzaga-Round-7.docx,0,train,train,high,medium,1,0,0,1,0,1,0,2,0,2,2,0,2,0,0,0,1,0,1,1,0,1,152,0,152,0.5
Gonzaga|7|csu long beach om|emory gs,Gonzaga,7,Emory GS,CSU Long Beach OM,Emory-GaSo-Aff-4.-Gonzaga-Round-7.docx,CSULongBeach-OrMe-Neg-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-7.docx,1,train,train,medium,medium,0,1,0,1,0,1,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|7|dartmouth cg|kansas bw,Gonzaga,7,Kansas BW,Dartmouth CG,Kansas-BrWa-Aff-3---Gonzaga-Round-7.docx,DartmouthCollege-CaGo-Neg-4---Gonzaga-Round-7.docx,0,train,test,medium,high,0,1,1,0,0,0,0,14,7,7,14,0,14,0,7,-7,0,2,-2,0,2,-2,0,906,-906,-0.2857142857142857
Gonzaga|7|emory cr|michigan cs,Gonzaga,7,Michigan CS,Emory CR,Michigan-ChSa-Aff-3---Gonzaga-Round-7.docx,Emory-ChRa-Neg-Gonzaga-Round-7.docx,1,train,train,medium,medium,0,1,0,1,1,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|7|emory cs|wake forest de,Gonzaga,7,Emory CS,Wake Forest DE,Emory-CrSt-Aff-Gonzaga-Round-7.docx,WakeForest-DiEl-Neg-2---Gonzaga-University-Jesuit-Debates-Round-7.docx,0,test,train,medium,high,0,1,1,0,0,0,0,6,6,0,6,0,6,0,6,-6,0,10,-10,0,10,-10,0,2301,-2301,-1.6666666666666667
Gonzaga|7|emory kw|purdue hh,Gonzaga,7,Purdue HH,Emory KW,Purdue-HaHa-Aff-1---Gonzaga-Round-7.docx,Emory-WaKi-Neg-Gonzaga-University-Jesuit-Debates-Round-7.docx,0,validation,train,medium,high,0,1,1,0,0,0,0,3,2,1,3,0,3,0,2,-2,0,2,-2,0,2,-2,0,122,-122,-1.0
Gonzaga|7|emory ly|utd pr,Gonzaga,7,Emory LY,UTD PR,Emory-LoYa-Aff-03---Gonzaga-Round-7.docx,UTD-PeRa-Neg-04---Gonzaga-Round-7.docx,1,train,test,high,high,1,0,1,0,0,0,0,4,4,0,4,0,4,0,4,-4,2,5,-3,2,5,-3,1313,1534,-221,-0.75
Gonzaga|7|george mason ww|michigan ao,Gonzaga,7,Michigan AO,George Mason WW,Michigan-OuAg-Aff-4-Gonzaga-University-Jesuit-Debates-Round-7.docx,GeorgeMason-WrWi-Neg-4---Gonzaga-Round-7.docx,1,validation,train,high,high,1,0,1,0,0,0,0,7,6,1,7,0,7,0,6,-6,57,19,38,57,19,38,4695,3530,1165,4.976190476190476
Gonzaga|7|georgetown ac|michigan bp,Gonzaga,7,Michigan BP,Georgetown AC,Michigan-BaPa-Aff-Gonzaga-Round-7.docx,Georgetown-AgCo-Neg-04---Gonzaga-Round-7.docx,0,validation,train,high,medium,1,0,0,1,0,0,0,9,13,-4,9,0,9,0,13,-13,65,0,65,65,0,65,4811,0,4811,7.222222222222222
Gonzaga|7|kansas ow|uc berkeley rm,Gonzaga,7,Kansas OW,UC Berkeley RM,Kansas-OwWi-Aff-3---Gonzaga-Round-7.docx,UCBerkeley-MeRe-Neg-3---Gonzaga-Round-7.docx,1,train,train,medium,high,0,1,1,0,0,0,0,9,7,2,9,0,9,0,7,-7,0,15,-15,0,15,-15,0,2624,-2624,-2.142857142857143
Gonzaga|7|kentucky gs|michigan cc,Gonzaga,7,Kentucky GS,Michigan CC,Kentucky-GaSl-Aff-Gonzaga-Round-7.docx,Michigan-ChCh-Neg-3---Gonzaga-Round-7.docx,0,train,train,high,high,1,0,1,0,0,0,0,5,5,0,5,0,5,0,5,-5,3,16,-13,3,16,-13,2188,1404,784,-2.6
Gonzaga|7|kentucky rw|northwestern lw,Gonzaga,7,Northwestern LW,Kentucky RW,Northwestern-LeWe-Aff-3---Gonzaga-Round-7.docx,Kentucky-RiWa-Neg-Gonzaga-Round-7.docx,0,train,validation,medium,medium,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|7|michigan es|northwestern lr,Gonzaga,7,Northwestern LR,Michigan ES,Northwestern-RuLi-Aff-03---Gonzaga-Round-7.docx,Michigan-EsSh-Neg-Gonzaga-Round-7.docx,1,train,train,medium,high,0,1,1,0,0,0,0,11,5,6,11,0,11,0,5,-5,0,17,-17,0,17,-17,0,1115,-1115,-3.4
Gonzaga|7|michigan hm|uc berkeley gs,Gonzaga,7,Michigan HM,UC Berkeley GS,Michigan-HwMc-Aff-2---Gonzaga-Round-7.docx,UCBerkeley-GiSi-Neg-2----Gonzaga-University-Jesuit-Debates-Round-7.docx,0,train,test,high,high,1,0,1,0,0,0,0,6,2,4,6,0,6,0,2,-2,35,9,26,35,9,26,3363,2470,893,1.333333333333333
Gonzaga|7|michigan state fm|wyoming ch,Gonzaga,7,Michigan State FM,Wyoming CH,MichiganState-FoMa-Aff-04---Gonzaga-Round-7.docx,Wyoming-CaHa-Neg-Gonzaga-Round-7.docx,1,train,train,high,high,1,0,1,0,0,0,0,5,2,3,5,0,5,0,2,-2,2,4,-2,2,4,-2,1450,1145,305,-1.6
Gonzaga|7|michigan state gl|northwestern np,Gonzaga,7,Northwestern NP,Michigan State GL,Northwestern-NePa-Aff-2---Gonzaga-Round-7.docx,MichiganState-GuLe-Neg-Gonzaga-Round-7.docx,0,train,validation,medium,medium,0,1,0,1,1,0,0,0,5,-5,0,0,0,0,5,-5,0,0,0,0,0,0,0,0,0,0.0
